case_id,name,batch_size,seq_len,total_q,total_kv,max_q,max_kv,visible_pairs,candidate_ms,flashinfer_ms,slowdown_vs_flashinfer,effective_tflops,candidate_repeats,flashinfer_repeats,match_ratio,max_abs_error,severe_error_count,passed
1,ragged_long,33,987,16294,16294,987,987,4156239,1.2764927864074707,1.2074879646301269,1.057147419931826,53.34602788288931,20,20,1.0,0.0078125,0,True
2,equal_b1_l1024,1,1024,1024,1024,1024,1024,524800,0.18780159950256348,0.17392640113830565,1.0797762632553083,45.7840786381728,20,20,1.0,0.0009765625,0,True
3,equal_b1_l4096,1,4096,4096,4096,4096,4096,8390656,1.9331840515136718,1.856563186645508,1.041270270475741,71.11196049665308,20,20,1.0,0.00048828125,0,True
4,equal_b1_l16384,1,16384,16384,16384,16384,16384,134225920,27.512319564819336,26.577280044555664,1.0351819117191872,79.93355369759936,4,4,1.0,0.00390625,0,True
5,equal_b4_l1024,4,1024,4096,4096,1024,1024,2099200,0.5776768207550049,0.5488128185272216,1.0525935277992264,59.537256064816795,20,20,1.0,0.00390625,0,True
6,equal_b4_l4096,4,4096,16384,16384,4096,4096,33562624,7.178386143275669,6.92853749593099,1.0360608061212646,76.603573650201,14,15,1.0,0.001953125,0,True
7,equal_b16_l1024,16,1024,16384,16384,1024,1024,8396800,2.1214080810546876,2.0148479461669924,1.0528874325680075,64.84993265963406,20,20,1.0,0.001953125,0,True
8,equal_b16_l2048,16,2048,32768,32768,2048,2048,33570816,7.520731244768415,7.211099352155413,1.0429382369444753,73.13441092933735,14,14,1.0,0.001953125,0,True
9,q_lt_kv_uniform,4,1024,2048,4096,512,1024,1573888,0.4188672065734863,0.39519999027252195,1.0598866823975475,61.56266374478277,20,20,1.0,0.00048828125,0,True
10,q_lt_kv_mixed,4,1280,1536,3584,640,1280,1209088,0.32619519233703614,0.31004159450531005,1.0521013893555158,60.72958234017115,20,20,1.0,0.000244140625,0,True
11,q_lt_kv_two,2,2048,1024,3072,512,2048,1311232,0.3449088096618652,0.34045441150665284,1.0130836846422397,62.2866812507958,20,20,1.0,0.000244140625,0,True
12,ragged_medium,27,873,12251,12251,873,873,2876787,0.9189888000488281,0.8698111534118652,1.0565383031064408,51.28819655418618,20,20,1.0,0.0078125,0,True
13,ragged_short,15,123,969,969,123,123,33612,0.04799999892711639,0.04803839921951294,0.9992006333886966,11.472896256439215,20,20,1.0,0.00390625,0,True
14,single_token,1,1,1,1,1,1,1,0.009612800180912017,0.019072000682353974,0.5040268370903577,0.0017043941090685985,20,20,1.0,0.0,0,True
15,non_power_of_two,2,65,98,98,65,65,2706,0.021798400580883025,0.022463999688625336,0.9703704096791215,2.033869587610085,20,20,1.0,0.0,0,True
